10	t ə n
10	t ɛ n
160	w ʌ n h ʌ n d ɹ ə d æ n d s ɪ k s t i
160	w ʌ n h ʌ n d ɹ ə d ə n d s ɪ k s t i
160	w ʌ n h ʌ n d ɹ ɪ d æ n d s ɪ k s t i
160	w ʌ n h ʌ n d ɹ ɪ d ə n d s ɪ k s t i
160	ɔ n h ʌ n d ɹ ə d æ n d s ɪ k s t i
160	ɔ n h ʌ n d ɹ ə d ə n d s ɪ k s t i
160	ɔ n h ʌ n d ɹ ɪ d æ n d s ɪ k s t i
160	ɔ n h ʌ n d ɹ ɪ d ə n d s ɪ k s t i
200	t w ɔ h ʌ n d ɹ ə d
200	t w ɔ h ʌ n d ɹ ɪ d
200	t w ə ʊ h ʌ n d ɹ ə d
200	t w ə ʊ h ʌ n d ɹ ɪ d
24	t w n t ɪ f ɔ ɹ
24	t w n t ɪ f ə ʊ ə ɹ
24	t w ə n t f ɔ
24	t w ə n t f ɔ ɹ
24	t w ə n t f ə ɹ
24	t w ə n t i f ɔ
24	t w ə n t i f ɔ ɹ
24	t w ə n t i f ə ɹ
24	t w ə n t i f ʊ ə ɹ
24	t w ə n t ɪ f ɔ
24	t w ə n t ɪ f ɔ ɹ
24	t w ə n t ɪ f ə ə ɹ
24	t w ə n t ɪ f ə ɹ
24	t w ə n t ɪ f ə ʊ ə ɹ
24	t w ə n t ɪ f ʊ ə ɹ
24	t w ɛ n t f ɔ
24	t w ɛ n t f ɔ ɹ
24	t w ɛ n t f ə ɹ
24	t w ɛ n t ə f ɔ
24	t w ɛ n t ə f ɔ ɹ
24	t w ɛ n t ə f ə ɹ
24	t w ɛ n t ɪ f ɔ
24	t w ɛ n t ɪ f ɔ ɹ
24	t w ɛ n t ɪ f ə ə ɹ
24	t w ɛ n t ɪ f ə ɹ
24	t w ɛ n t ɪ f ə ʊ ə ɹ
24	t w ɛ n t ɪ f ʊ ə ɹ
6	s ɪ k s
5000	f aɪ v θ aʊ z ə n d
5000	f aɪ v θ aʊ z ə n t
3	θ ɹ i
3	θ ɹ ɪ i
4	f ɔ
4	f ɔ ɹ
1	w ʌ n
1	ɔ n
2	t w ɔ
2	t w ə ʊ
2	t w ɔ
2	t w ə ʊ
4	f ɔ
4	f ɔ ɹ
1	w ʌ n
1	ɔ n
3	θ ɹ i
3	θ ɹ ɪ i
15	f ɪ f t i n
30	θ ɚ t i
32	θ ɚ t i t w oʊ
32	θ ɚ t i t w ɔ
32	θ ɚ t i t w ə ʊ
32	θ ɚ t i t w ʊ
70	s ɛ v ə n t i
150	w ʌ n h ʌ n d ɹ ə d æ n d f ɪ f t i
150	w ʌ n h ʌ n d ɹ ə d ə n d f ɪ f t i
150	w ʌ n h ʌ n d ɹ ɪ d æ n d f ɪ f t i
150	w ʌ n h ʌ n d ɹ ɪ d ə n d f ɪ f t i
150	ɔ n h ʌ n d ɹ ə d æ n d f ɪ f t i
150	ɔ n h ʌ n d ɹ ə d ə n d f ɪ f t i
150	ɔ n h ʌ n d ɹ ɪ d æ n d f ɪ f t i
150	ɔ n h ʌ n d ɹ ɪ d ə n d f ɪ f t i
100	w ʌ n h ʌ n d ɹ ə d
100	w ʌ n h ʌ n d ɹ ɪ d
100	ɔ n h ʌ n d ɹ ə d
100	ɔ n h ʌ n d ɹ ɪ d
300	θ ɹ i h ʌ n d ɹ ə d
300	θ ɹ i h ʌ n d ɹ ɪ d
300	θ ɹ ɪ i h ʌ n d ɹ ə d
300	θ ɹ ɪ i h ʌ n d ɹ ɪ d
140	w ʌ n h ʌ n d ɹ ə d æ n d f ɔ t i
140	w ʌ n h ʌ n d ɹ ə d æ n d f ɔ ɹ t i
140	w ʌ n h ʌ n d ɹ ə d ə n d f ɔ t i
140	w ʌ n h ʌ n d ɹ ə d ə n d f ɔ ɹ t i
140	w ʌ n h ʌ n d ɹ ɪ d æ n d f ɔ t i
140	w ʌ n h ʌ n d ɹ ɪ d æ n d f ɔ ɹ t i
